,from,to,distance_m,distance_km,duree_pied_min,duree_velo_min,duree_voiture_min
1562,Nécropole punique (Parc des thermes d'antonin),Ports puniques,1450,1.45,17.4,6.7,2.9
1563,Nécropole punique (Parc des thermes d'antonin),Port militaire,1348,1.35,16.2,6.2,2.7
1564,Nécropole punique (Parc des thermes d'antonin),Port marchand,1512,1.51,18.1,7.0,3.0
1565,Nécropole punique (Parc des thermes d'antonin),Ilot de l’Amirauté,1318,1.32,15.8,6.1,2.6
1566,Nécropole punique (Parc des thermes d'antonin),Temple,1335,1.33,16.0,6.2,2.7
1567,Nécropole punique (Parc des thermes d'antonin),Hangar,1350,1.35,16.2,6.2,2.7
1568,Nécropole punique (Parc des thermes d'antonin),Colline de Byrsa,991,0.99,11.9,4.6,2.0
1569,Nécropole punique (Parc des thermes d'antonin),Bibliotheque Tabularium,955,0.95,11.5,4.4,1.9
1570,Nécropole punique (Parc des thermes d'antonin),Temple prostyle,989,0.99,11.9,4.6,2.0
1571,Nécropole punique (Parc des thermes d'antonin),Grand Temple d'Esculape (d'Eshmoun),905,0.9,10.9,4.2,1.8
1572,Nécropole punique (Parc des thermes d'antonin),Emplacement probable de la Basilique judiciaire,806,0.81,9.7,3.7,1.6
1573,Nécropole punique (Parc des thermes d'antonin),"Absides ""Beule"" en contrebas",789,0.79,9.5,3.6,1.6
1574,Nécropole punique (Parc des thermes d'antonin),Tombeaux puniques,978,0.98,11.7,4.5,2.0
1575,Nécropole punique (Parc des thermes d'antonin),Musee national,871,0.87,10.5,4.0,1.7
1576,Nécropole punique (Parc des thermes d'antonin),Tombeau punique (Ariche),961,0.96,11.5,4.4,1.9
1577,Nécropole punique (Parc des thermes d'antonin),Emplacement de la Chapelle Saint Louis,812,0.81,9.7,3.7,1.6
1578,Nécropole punique (Parc des thermes d'antonin),Emplacement probable de la curie,962,0.96,11.5,4.4,1.9
1579,Nécropole punique (Parc des thermes d'antonin),Quartier Punique (Quartier Hannibal),907,0.91,10.9,4.2,1.8
1580,Nécropole punique (Parc des thermes d'antonin),Cathedrale Saint Louis,956,0.96,11.5,4.4,1.9
1581,Nécropole punique (Parc des thermes d'antonin),Beit El Hikma,392,0.39,4.7,1.8,0.8
1582,Nécropole punique (Parc des thermes d'antonin),Musee Oceanographique (Dar El Hout),1483,1.48,17.8,6.8,3.0
1583,Nécropole punique (Parc des thermes d'antonin),Amphitheatre De  Carthage,1667,1.67,20.0,7.7,3.3
1584,Nécropole punique (Parc des thermes d'antonin),Basilique Damous Karita,773,0.77,9.3,3.6,1.5
1585,Nécropole punique (Parc des thermes d'antonin),Rotonde ( Rotonde de Damous El Karita),735,0.73,8.8,3.4,1.5
1586,Nécropole punique (Parc des thermes d'antonin),Basilique Maiorum,1394,1.39,16.7,6.4,2.8
1587,Nécropole punique (Parc des thermes d'antonin),Basilique Saint Cyprien,1060,1.06,12.7,4.9,2.1
1588,Nécropole punique (Parc des thermes d'antonin),Musee Paleochretien Basilique de Cartagena,1057,1.06,12.7,4.9,2.1
1589,Nécropole punique (Parc des thermes d'antonin),Citernes de la Malaga,1397,1.4,16.8,6.4,2.8
1590,Nécropole punique (Parc des thermes d'antonin),Cirque,1722,1.72,20.7,7.9,3.4
1591,Nécropole punique (Parc des thermes d'antonin),Edifice à colonnes (Jockey club de Carthage),755,0.75,9.1,3.5,1.5
1592,Nécropole punique (Parc des thermes d'antonin),Maison de la chasse aux sangliers,528,0.53,6.3,2.4,1.1
1593,Nécropole punique (Parc des thermes d'antonin),Odeon,509,0.51,6.1,2.3,1.0
1594,Nécropole punique (Parc des thermes d'antonin),Mosquée Imam Malek Ibn Anas,606,0.61,7.3,2.8,1.2
1595,Nécropole punique (Parc des thermes d'antonin),Monument circulaire,670,0.67,8.0,3.1,1.3
1596,Nécropole punique (Parc des thermes d'antonin),Monument circulaire(Martyrium),591,0.59,7.1,2.7,1.2
1597,Nécropole punique (Parc des thermes d'antonin),Basilique chretienne,666,0.67,8.0,3.1,1.3
1598,Nécropole punique (Parc des thermes d'antonin),Triconque,620,0.62,7.4,2.9,1.2
1599,Nécropole punique (Parc des thermes d'antonin),Basilique Bir Ftouha,1651,1.65,19.8,7.6,3.3
1600,Nécropole punique (Parc des thermes d'antonin),Maison de la course de chars,595,0.6,7.1,2.7,1.2
1601,Nécropole punique (Parc des thermes d'antonin),Monument a absides,619,0.62,7.4,2.9,1.2
1602,Nécropole punique (Parc des thermes d'antonin),Basilique Bir Messaouda,737,0.74,8.8,3.4,1.5
1603,Nécropole punique (Parc des thermes d'antonin),Quartier Didon,637,0.64,7.6,2.9,1.3
1604,Nécropole punique (Parc des thermes d'antonin),Temple d'Apollon,660,0.66,7.9,3.0,1.3
1605,Nécropole punique (Parc des thermes d'antonin),Citernes Dar Saniet,1325,1.32,15.9,6.1,2.6
1606,Nécropole punique (Parc des thermes d'antonin),Crypte archeologique,772,0.77,9.3,3.6,1.5
1607,Nécropole punique (Parc des thermes d'antonin),Chapelle sainte monique,891,0.89,10.7,4.1,1.8
1608,Nécropole punique (Parc des thermes d'antonin),Palais Essaada,2850,2.85,34.2,13.2,5.7
1609,Nécropole punique (Parc des thermes d'antonin),Palais Abdellia,2921,2.92,35.0,13.5,5.8
1610,Nécropole punique (Parc des thermes d'antonin),Arrondissement de la Marsa Medina,3311,3.31,39.7,15.3,6.6
1611,Nécropole punique (Parc des thermes d'antonin),Palais Ahmed Bey,3172,3.17,38.1,14.6,6.3
1612,Nécropole punique (Parc des thermes d'antonin),Cafe Houas,3144,3.14,37.7,14.5,6.3
1613,Nécropole punique (Parc des thermes d'antonin),Cafe Safsaf,3162,3.16,37.9,14.6,6.3
1614,Nécropole punique (Parc des thermes d'antonin),Kobbet el Houwa,3454,3.45,41.4,15.9,6.9
1615,Nécropole punique (Parc des thermes d'antonin),Cafe El Hafsi,3176,3.18,38.1,14.7,6.4
1616,Nécropole punique (Parc des thermes d'antonin),Palais Ksar Ettej,2995,3.0,35.9,13.8,6.0
1617,Nécropole punique (Parc des thermes d'antonin),Le Vieux Souk,3103,3.1,37.2,14.3,6.2
1618,Nécropole punique (Parc des thermes d'antonin),Les vistiges de plage d'amilcar (carthage),1520,1.52,18.2,7.0,3.0
1619,Nécropole punique (Parc des thermes d'antonin),Acropolium de Carthage,951,0.95,11.4,4.4,1.9
1620,Thermes d'Antonin,Theatre,581,0.58,7.0,2.7,1.2
1621,Thermes d'Antonin,Parc des villas romaines,374,0.37,4.5,1.7,0.7
1622,Thermes d'Antonin,Monastere de Bigua (maison de Tellus),344,0.34,4.1,1.6,0.7
1623,Thermes d'Antonin,Maison du Cryptoportique,406,0.41,4.9,1.9,0.8
1624,Thermes d'Antonin,Maison de la Basilique,489,0.49,5.9,2.3,1.0
1625,Thermes d'Antonin,Maison de la Volière,450,0.45,5.4,2.1,0.9
1626,Thermes d'Antonin,Maison de la Rotonde,418,0.42,5.0,1.9,0.8
1627,Thermes d'Antonin,Maison des Lions,428,0.43,5.1,2.0,0.9
1628,Thermes d'Antonin,Nécropole punique (Parc des villas romaines),472,0.47,5.7,2.2,0.9
1629,Thermes d'Antonin,Nymphée,379,0.38,4.5,1.7,0.8
1630,Thermes d'Antonin,Muraille de Thedose,729,0.73,8.8,3.4,1.5
1631,Thermes d'Antonin,Parc des thermes d'Antonin,167,0.17,2.0,0.8,0.3
1632,Thermes d'Antonin,Chapelle d’Asterius,169,0.17,2.0,0.8,0.3
1633,Thermes d'Antonin,Four punique,229,0.23,2.7,1.1,0.5
1634,Thermes d'Antonin,Maison de la cachette,273,0.27,3.3,1.3,0.5
1635,Thermes d'Antonin,Tombe de la Nécropole punique,85,0.08,1.0,0.4,0.2
1636,Thermes d'Antonin,Basiliques byzantines,209,0.21,2.5,1.0,0.4
1637,Thermes d'Antonin,Scholla,177,0.18,2.1,0.8,0.4
1638,Thermes d'Antonin,Maison de Dionysos,137,0.14,1.6,0.6,0.3
1639,Thermes d'Antonin,Nécropole punique (Parc des thermes d'antonin),86,0.09,1.0,0.4,0.2
1640,Thermes d'Antonin,Latrines publiques,104,0.1,1.3,0.5,0.2
1641,Thermes d'Antonin,Quartier Magon,422,0.42,5.1,1.9,0.8
1642,Thermes d'Antonin,Tophet,1799,1.8,21.6,8.3,3.6
1643,Thermes d'Antonin,Ports puniques,1460,1.46,17.5,6.7,2.9
1644,Thermes d'Antonin,Port militaire,1361,1.36,16.3,6.3,2.7
1645,Thermes d'Antonin,Port marchand,1521,1.52,18.3,7.0,3.0
1646,Thermes d'Antonin,Ilot de l’Amirauté,1333,1.33,16.0,6.2,2.7
1647,Thermes d'Antonin,Temple,1350,1.35,16.2,6.2,2.7
1648,Thermes d'Antonin,Hangar,1367,1.37,16.4,6.3,2.7
1649,Thermes d'Antonin,Colline de Byrsa,1062,1.06,12.7,4.9,2.1
1650,Thermes d'Antonin,Bibliotheque Tabularium,1023,1.02,12.3,4.7,2.0
1651,Thermes d'Antonin,Temple prostyle,1056,1.06,12.7,4.9,2.1
1652,Thermes d'Antonin,Grand Temple d'Esculape (d'Eshmoun),972,0.97,11.7,4.5,1.9
1653,Thermes d'Antonin,Emplacement probable de la Basilique judiciaire,872,0.87,10.5,4.0,1.7
1654,Thermes d'Antonin,"Absides ""Beule"" en contrebas",855,0.85,10.3,3.9,1.7
1655,Thermes d'Antonin,Tombeaux puniques,1044,1.04,12.5,4.8,2.1
1656,Thermes d'Antonin,Musee national,942,0.94,11.3,4.3,1.9
1657,Thermes d'Antonin,Tombeau punique (Ariche),1031,1.03,12.4,4.8,2.1
1658,Thermes d'Antonin,Emplacement de la Chapelle Saint Louis,879,0.88,10.6,4.1,1.8
1659,Thermes d'Antonin,Emplacement probable de la curie,1033,1.03,12.4,4.8,2.1
1660,Thermes d'Antonin,Quartier Punique (Quartier Hannibal),972,0.97,11.7,4.5,1.9
1661,Thermes d'Antonin,Cathedrale Saint Louis,1029,1.03,12.3,4.7,2.1
1662,Thermes d'Antonin,Beit El Hikma,395,0.39,4.7,1.8,0.8
1663,Thermes d'Antonin,Musee Oceanographique (Dar El Hout),1492,1.49,17.9,6.9,3.0
1664,Thermes d'Antonin,Amphitheatre De  Carthage,1748,1.75,21.0,8.1,3.5
1665,Thermes d'Antonin,Basilique Damous Karita,832,0.83,10.0,3.8,1.7
1666,Thermes d'Antonin,Rotonde ( Rotonde de Damous El Karita),803,0.8,9.6,3.7,1.6
1667,Thermes d'Antonin,Basilique Maiorum,1431,1.43,17.2,6.6,2.9
1668,Thermes d'Antonin,Basilique Saint Cyprien,1074,1.07,12.9,5.0,2.1
1669,Thermes d'Antonin,Musee Paleochretien Basilique de Cartagena,1091,1.09,13.1,5.0,2.2
1670,Thermes d'Antonin,Citernes de la Malaga,1483,1.48,17.8,6.8,3.0
1671,Thermes d'Antonin,Cirque,1789,1.79,21.5,8.3,3.6
1672,Thermes d'Antonin,Edifice à colonnes (Jockey club de Carthage),839,0.84,10.1,3.9,1.7
1673,Thermes d'Antonin,Maison de la chasse aux sangliers,612,0.61,7.3,2.8,1.2
1674,Thermes d'Antonin,Odeon,584,0.58,7.0,2.7,1.2
1675,Thermes d'Antonin,Mosquée Imam Malek Ibn Anas,688,0.69,8.3,3.2,1.4
1676,Thermes d'Antonin,Monument circulaire,756,0.76,9.1,3.5,1.5
1677,Thermes d'Antonin,Monument circulaire(Martyrium),677,0.68,8.1,3.1,1.4
1678,Thermes d'Antonin,Basilique chretienne,751,0.75,9.0,3.5,1.5
1679,Thermes d'Antonin,Triconque,706,0.71,8.5,3.3,1.4
1680,Thermes d'Antonin,Basilique Bir Ftouha,1718,1.72,20.6,7.9,3.4
1681,Thermes d'Antonin,Maison de la course de chars,668,0.67,8.0,3.1,1.3
1682,Thermes d'Antonin,Monument a absides,694,0.69,8.3,3.2,1.4
1683,Thermes d'Antonin,Basilique Bir Messaouda,775,0.77,9.3,3.6,1.5
1684,Thermes d'Antonin,Quartier Didon,671,0.67,8.1,3.1,1.3
1685,Thermes d'Antonin,Temple d'Apollon,693,0.69,8.3,3.2,1.4
1686,Thermes d'Antonin,Citernes Dar Saniet,1328,1.33,15.9,6.1,2.7
1687,Thermes d'Antonin,Crypte archeologique,849,0.85,10.2,3.9,1.7
1688,Thermes d'Antonin,Chapelle sainte monique,886,0.89,10.6,4.1,1.8
1689,Thermes d'Antonin,Palais Essaada,2896,2.9,34.8,13.4,5.8
1690,Thermes d'Antonin,Palais Abdellia,2976,2.98,35.7,13.7,6.0
1691,Thermes d'Antonin,Arrondissement de la Marsa Medina,3358,3.36,40.3,15.5,6.7
1692,Thermes d'Antonin,Palais Ahmed Bey,3215,3.22,38.6,14.8,6.4
1693,Thermes d'Antonin,Cafe Houas,3186,3.19,38.2,14.7,6.4
1694,Thermes d'Antonin,Cafe Safsaf,3204,3.2,38.4,14.8,6.4
1695,Thermes d'Antonin,Kobbet el Houwa,3490,3.49,41.9,16.1,7.0
1696,Thermes d'Antonin,Cafe El Hafsi,3214,3.21,38.6,14.8,6.4
1697,Thermes d'Antonin,Palais Ksar Ettej,3038,3.04,36.5,14.0,6.1
1698,Thermes d'Antonin,Le Vieux Souk,3145,3.14,37.7,14.5,6.3
1699,Thermes d'Antonin,Les vistiges de plage d'amilcar (carthage),1520,1.52,18.2,7.0,3.0
1700,Thermes d'Antonin,Acropolium de Carthage,1025,1.02,12.3,4.7,2.0
1701,Latrines publiques,Theatre,546,0.55,6.6,2.5,1.1
1702,Latrines publiques,Parc des villas romaines,375,0.38,4.5,1.7,0.8
1703,Latrines publiques,Monastere de Bigua (maison de Tellus),359,0.36,4.3,1.7,0.7
1704,Latrines publiques,Maison du Cryptoportique,425,0.43,5.1,2.0,0.9
1705,Latrines publiques,Maison de la Basilique,513,0.51,6.2,2.4,1.0
1706,Latrines publiques,Maison de la Volière,479,0.48,5.8,2.2,1.0
1707,Latrines publiques,Maison de la Rotonde,452,0.45,5.4,2.1,0.9
1708,Latrines publiques,Maison des Lions,482,0.48,5.8,2.2,1.0
1709,Latrines publiques,Nécropole punique (Parc des villas romaines),476,0.48,5.7,2.2,1.0
1710,Latrines publiques,Nymphée,383,0.38,4.6,1.8,0.8
1711,Latrines publiques,Muraille de Thedose,757,0.76,9.1,3.5,1.5
1712,Latrines publiques,Parc des thermes d'Antonin,84,0.08,1.0,0.4,0.2
1713,Latrines publiques,Chapelle d’Asterius,115,0.11,1.4,0.5,0.2
1714,Latrines publiques,Four punique,183,0.18,2.2,0.8,0.4
1715,Latrines publiques,Maison de la cachette,235,0.24,2.8,1.1,0.5
1716,Latrines publiques,Tombe de la Nécropole punique,117,0.12,1.4,0.5,0.2
1717,Latrines publiques,Basiliques byzantines,175,0.17,2.1,0.8,0.3
1718,Latrines publiques,Scholla,133,0.13,1.6,0.6,0.3
1719,Latrines publiques,Maison de Dionysos,141,0.14,1.7,0.7,0.3
1720,Latrines publiques,Nécropole punique (Parc des thermes d'antonin),111,0.11,1.3,0.5,0.2
1721,Latrines publiques,Thermes d'Antonin,104,0.1,1.3,0.5,0.2
1722,Latrines publiques,Quartier Magon,320,0.32,3.8,1.5,0.6
1723,Latrines publiques,Tophet,1696,1.7,20.4,7.8,3.4
1724,Latrines publiques,Ports puniques,1357,1.36,16.3,6.3,2.7
1725,Latrines publiques,Port militaire,1258,1.26,15.1,5.8,2.5
1726,Latrines publiques,Port marchand,1419,1.42,17.0,6.5,2.8
1727,Latrines publiques,Ilot de l’Amirauté,1230,1.23,14.8,5.7,2.5
1728,Latrines publiques,Temple,1247,1.25,15.0,5.8,2.5
1729,Latrines publiques,Hangar,1263,1.26,15.2,5.8,2.5
1730,Latrines publiques,Colline de Byrsa,982,0.98,11.8,4.5,2.0
1731,Latrines publiques,Bibliotheque Tabularium,940,0.94,11.3,4.3,1.9
1732,Latrines publiques,Temple prostyle,971,0.97,11.7,4.5,1.9
1733,Latrines publiques,Grand Temple d'Esculape (d'Eshmoun),887,0.89,10.6,4.1,1.8
1734,Latrines publiques,Emplacement probable de la Basilique judiciaire,788,0.79,9.5,3.6,1.6
1735,Latrines publiques,"Absides ""Beule"" en contrebas",770,0.77,9.2,3.6,1.5
1736,Latrines publiques,Tombeaux puniques,958,0.96,11.5,4.4,1.9
1737,Latrines publiques,Musee national,861,0.86,10.3,4.0,1.7
1738,Latrines publiques,Tombeau punique (Ariche),950,0.95,11.4,4.4,1.9
1739,Latrines publiques,Emplacement de la Chapelle Saint Louis,795,0.8,9.5,3.7,1.6
1740,Latrines publiques,Emplacement probable de la curie,953,0.95,11.4,4.4,1.9
1741,Latrines publiques,Quartier Punique (Quartier Hannibal),885,0.89,10.6,4.1,1.8
1742,Latrines publiques,Cathedrale Saint Louis,953,0.95,11.4,4.4,1.9
1743,Latrines publiques,Beit El Hikma,293,0.29,3.5,1.4,0.6
1744,Latrines publiques,Musee Oceanographique (Dar El Hout),1389,1.39,16.7,6.4,2.8
1745,Latrines publiques,Amphitheatre De  Carthage,1685,1.68,20.2,7.8,3.4
1746,Latrines publiques,Basilique Damous Karita,881,0.88,10.6,4.1,1.8
1747,Latrines publiques,Rotonde ( Rotonde de Damous El Karita),838,0.84,10.1,3.9,1.7
1748,Latrines publiques,Basilique Maiorum,1505,1.51,18.1,6.9,3.0
1749,Latrines publiques,Basilique Saint Cyprien,1165,1.16,14.0,5.4,2.3
1750,Latrines publiques,Musee Paleochretien Basilique de Cartagena,987,0.99,11.8,4.6,2.0
1751,Latrines publiques,Citernes de la Malaga,1444,1.44,17.3,6.7,2.9
1752,Latrines publiques,Cirque,1702,1.7,20.4,7.9,3.4
1753,Latrines publiques,Edifice à colonnes (Jockey club de Carthage),794,0.79,9.5,3.7,1.6
1754,Latrines publiques,Maison de la chasse aux sangliers,570,0.57,6.8,2.6,1.1
1755,Latrines publiques,Odeon,607,0.61,7.3,2.8,1.2
1756,Latrines publiques,Mosquée Imam Malek Ibn Anas,692,0.69,8.3,3.2,1.4
1757,Latrines publiques,Monument circulaire,731,0.73,8.8,3.4,1.5
1758,Latrines publiques,Monument circulaire(Martyrium),659,0.66,7.9,3.0,1.3
1759,Latrines publiques,Basilique chretienne,733,0.73,8.8,3.4,1.5
1760,Latrines publiques,Triconque,688,0.69,8.3,3.2,1.4
1761,Latrines publiques,Basilique Bir Ftouha,1753,1.75,21.0,8.1,3.5
1762,Latrines publiques,Maison de la course de chars,594,0.59,7.1,2.7,1.2
1763,Latrines publiques,Monument a absides,621,0.62,7.5,2.9,1.2
1764,Latrines publiques,Basilique Bir Messaouda,672,0.67,8.1,3.1,1.3
1765,Latrines publiques,Quartier Didon,568,0.57,6.8,2.6,1.1
1766,Latrines publiques,Temple d'Apollon,589,0.59,7.1,2.7,1.2
1767,Latrines publiques,Citernes Dar Saniet,1424,1.42,17.1,6.6,2.8
1768,Latrines publiques,Crypte archeologique,780,0.78,9.4,3.6,1.6
1769,Latrines publiques,Chapelle sainte monique,986,0.99,11.8,4.5,2.0
1770,Latrines publiques,Palais Essaada,2961,2.96,35.5,13.7,5.9
1771,Latrines publiques,Palais Abdellia,3030,3.03,36.4,14.0,6.1
1772,Latrines publiques,Arrondissement de la Marsa Medina,3422,3.42,41.1,15.8,6.8
1773,Latrines publiques,Palais Ahmed Bey,3284,3.28,39.4,15.2,6.6
1774,Latrines publiques,Cafe Houas,3255,3.26,39.1,15.0,6.5
1775,Latrines publiques,Cafe Safsaf,3273,3.27,39.3,15.1,6.5
1776,Latrines publiques,Kobbet el Houwa,3565,3.56,42.8,16.5,7.1
1777,Latrines publiques,Cafe El Hafsi,3287,3.29,39.4,15.2,6.6
1778,Latrines publiques,Palais Ksar Ettej,3106,3.11,37.3,14.3,6.2
1779,Latrines publiques,Le Vieux Souk,3215,3.21,38.6,14.8,6.4
1780,Latrines publiques,Les vistiges de plage d'amilcar (carthage),1618,1.62,19.4,7.5,3.2
1781,Latrines publiques,Acropolium de Carthage,950,0.95,11.4,4.4,1.9
1782,Quartier Magon,Theatre,631,0.63,7.6,2.9,1.3
1783,Quartier Magon,Parc des villas romaines,579,0.58,7.0,2.7,1.2
1784,Quartier Magon,Monastere de Bigua (maison de Tellus),591,0.59,7.1,2.7,1.2
1785,Quartier Magon,Maison du Cryptoportique,654,0.65,7.8,3.0,1.3
1786,Quartier Magon,Maison de la Basilique,739,0.74,8.9,3.4,1.5
1787,Quartier Magon,Maison de la Volière,718,0.72,8.6,3.3,1.4
1788,Quartier Magon,Maison de la Rotonde,701,0.7,8.4,3.2,1.4
1789,Quartier Magon,Maison des Lions,758,0.76,9.1,3.5,1.5
1790,Quartier Magon,Nécropole punique (Parc des villas romaines),670,0.67,8.0,3.1,1.3
1791,Quartier Magon,Nymphée,593,0.59,7.1,2.7,1.2
1792,Quartier Magon,Muraille de Thedose,971,0.97,11.7,4.5,1.9
1793,Quartier Magon,Parc des thermes d'Antonin,302,0.3,3.6,1.4,0.6
1794,Quartier Magon,Chapelle d’Asterius,347,0.35,4.2,1.6,0.7
1795,Quartier Magon,Four punique,376,0.38,4.5,1.7,0.8
1796,Quartier Magon,Maison de la cachette,412,0.41,4.9,1.9,0.8
1797,Quartier Magon,Tombe de la Nécropole punique,426,0.43,5.1,2.0,0.9
1798,Quartier Magon,Basiliques byzantines,392,0.39,4.7,1.8,0.8
1799,Quartier Magon,Scholla,365,0.37,4.4,1.7,0.7
1800,Quartier Magon,Maison de Dionysos,423,0.42,5.1,2.0,0.8
1801,Quartier Magon,Nécropole punique (Parc des thermes d'antonin),418,0.42,5.0,1.9,0.8
1802,Quartier Magon,Thermes d'Antonin,422,0.42,5.1,1.9,0.8
1803,Quartier Magon,Latrines publiques,320,0.32,3.8,1.5,0.6
1804,Quartier Magon,Tophet,1378,1.38,16.5,6.4,2.8
1805,Quartier Magon,Ports puniques,1038,1.04,12.5,4.8,2.1
1806,Quartier Magon,Port militaire,939,0.94,11.3,4.3,1.9
1807,Quartier Magon,Port marchand,1099,1.1,13.2,5.1,2.2
1808,Quartier Magon,Ilot de l’Amirauté,912,0.91,10.9,4.2,1.8
1809,Quartier Magon,Temple,929,0.93,11.2,4.3,1.9
1810,Quartier Magon,Hangar,948,0.95,11.4,4.4,1.9
1811,Quartier Magon,Colline de Byrsa,848,0.85,10.2,3.9,1.7
1812,Quartier Magon,Bibliotheque Tabularium,791,0.79,9.5,3.7,1.6
1813,Quartier Magon,Temple prostyle,811,0.81,9.7,3.7,1.6
1814,Quartier Magon,Grand Temple d'Esculape (d'Eshmoun),734,0.73,8.8,3.4,1.5
1815,Quartier Magon,Emplacement probable de la Basilique judiciaire,644,0.64,7.7,3.0,1.3
1816,Quartier Magon,"Absides ""Beule"" en contrebas",625,0.63,7.5,2.9,1.3
1817,Quartier Magon,Tombeaux puniques,794,0.79,9.5,3.7,1.6
1818,Quartier Magon,Musee national,733,0.73,8.8,3.4,1.5
1819,Quartier Magon,Tombeau punique (Ariche),810,0.81,9.7,3.7,1.6
1820,Quartier Magon,Emplacement de la Chapelle Saint Louis,656,0.66,7.9,3.0,1.3
1821,Quartier Magon,Emplacement probable de la curie,821,0.82,9.9,3.8,1.6
1822,Quartier Magon,Quartier Punique (Quartier Hannibal),723,0.72,8.7,3.3,1.4
1823,Quartier Magon,Cathedrale Saint Louis,838,0.84,10.1,3.9,1.7
1824,Quartier Magon,Beit El Hikma,27,0.03,0.3,0.1,0.1
1825,Quartier Magon,Musee Oceanographique (Dar El Hout),1070,1.07,12.8,4.9,2.1
1826,Quartier Magon,Amphitheatre De  Carthage,1597,1.6,19.2,7.4,3.2
1827,Quartier Magon,Basilique Damous Karita,1132,1.13,13.6,5.2,2.3
1828,Quartier Magon,Rotonde ( Rotonde de Damous El Karita),1064,1.06,12.8,4.9,2.1
1829,Quartier Magon,Basilique Maiorum,1791,1.79,21.5,8.3,3.6
1830,Quartier Magon,Basilique Saint Cyprien,1477,1.48,17.7,6.8,3.0
1831,Quartier Magon,Musee Paleochretien Basilique de Cartagena,697,0.7,8.4,3.2,1.4
1832,Quartier Magon,Citernes de la Malaga,1448,1.45,17.4,6.7,2.9
1833,Quartier Magon,Cirque,1512,1.51,18.1,7.0,3.0
1834,Quartier Magon,Edifice à colonnes (Jockey club de Carthage),816,0.82,9.8,3.8,1.6
1835,Quartier Magon,Maison de la chasse aux sangliers,631,0.63,7.6,2.9,1.3
1836,Quartier Magon,Odeon,822,0.82,9.9,3.8,1.6
1837,Quartier Magon,Mosquée Imam Malek Ibn Anas,859,0.86,10.3,4.0,1.7
1838,Quartier Magon,Monument circulaire,823,0.82,9.9,3.8,1.6
1839,Quartier Magon,Monument circulaire(Martyrium),775,0.78,9.3,3.6,1.6
1840,Quartier Magon,Basilique chretienne,840,0.84,10.1,3.9,1.7
1841,Quartier Magon,Triconque,801,0.8,9.6,3.7,1.6
1842,Quartier Magon,Basilique Bir Ftouha,1958,1.96,23.5,9.0,3.9
1843,Quartier Magon,Maison de la course de chars,527,0.53,6.3,2.4,1.1
1844,Quartier Magon,Monument a absides,558,0.56,6.7,2.6,1.1
1845,Quartier Magon,Basilique Bir Messaouda,407,0.41,4.9,1.9,0.8
1846,Quartier Magon,Quartier Didon,303,0.3,3.6,1.4,0.6
1847,Quartier Magon,Temple d'Apollon,318,0.32,3.8,1.5,0.6
1848,Quartier Magon,Citernes Dar Saniet,1742,1.74,20.9,8.0,3.5
1849,Quartier Magon,Crypte archeologique,712,0.71,8.5,3.3,1.4
1850,Quartier Magon,Chapelle sainte monique,1306,1.31,15.7,6.0,2.6
1851,Quartier Magon,Palais Essaada,3225,3.22,38.7,14.9,6.4
1852,Quartier Magon,Palais Abdellia,3268,3.27,39.2,15.1,6.5
1853,Quartier Magon,Arrondissement de la Marsa Medina,3682,3.68,44.2,17.0,7.4
1854,Quartier Magon,Palais Ahmed Bey,3554,3.55,42.7,16.4,7.1
1855,Quartier Magon,Cafe Houas,3527,3.53,42.3,16.3,7.1
1856,Quartier Magon,Cafe Safsaf,3546,3.55,42.6,16.4,7.1
1857,Quartier Magon,Kobbet el Houwa,3848,3.85,46.2,17.8,7.7
1858,Quartier Magon,Cafe El Hafsi,3568,3.57,42.8,16.5,7.1
1859,Quartier Magon,Palais Ksar Ettej,3377,3.38,40.5,15.6,6.8
1860,Quartier Magon,Le Vieux Souk,3487,3.49,41.8,16.1,7.0
1861,Quartier Magon,Les vistiges de plage d'amilcar (carthage),1937,1.94,23.2,8.9,3.9
1862,Quartier Magon,Acropolium de Carthage,839,0.84,10.1,3.9,1.7
1863,Tophet,Theatre,1727,1.73,20.7,8.0,3.5
1864,Tophet,Parc des villas romaines,1842,1.84,22.1,8.5,3.7
1865,Tophet,Monastere de Bigua (maison de Tellus),1878,1.88,22.5,8.7,3.8
1866,Tophet,Maison du Cryptoportique,1923,1.92,23.1,8.9,3.8
