user_id;preference_fonction;preference_epoque;mobilite;transport;budget_max;duree_visite_min;zone;type_tarif;nb_pois;liste_pois
user_976;culturel;Punique, Beylicale Houssainite;réduite;à pied;47;200;Carthage;enseignant;5;Tophet | La colline de Byrsa | Ports puniques | Quartier Magon
user_978;culturel, religieux, habitation;Coloniale, Beylicale Houssainite;normale;à pied;40;218;Carthage;retraité;5;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Tophet | Theatre | La colline de Byrsa
user_980;religieux, culturel;Coloniale, Beylicale Houssainite;normale;à pied;18;221;Carthage;étudiant;3;Musee Oceanographique (Dar El Hout) | Beit El Hikma
user_982;musee, culturel;Punique, Coloniale, Beylicale Houssainite;réduite;vélo;99;211;Carthage;enfant;9;"Tophet | Musee Oceanographique (Dar El Hout) | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | ,  | , "
user_983;musee, religieux;Punique, Beylicale Houssainite, Romaine;réduite;vélo;69;141;Carthage;retraité;4;"antonin)"",  | ,  | , "
user_984;Equipement;Romaine;réduite;vélo;62;195;Carthage;retraité;3;Ports puniques | Theatre | Parc des villas romaines
user_987;Equipement, habitation, musee;Beylicale Houssainite, Romaine;réduite;à pied;45;123;Carthage;enseignant;6;Beit El Hikma | Parc des villas romaines | Ports puniques | Quartier Magon | Theatre | La colline de Byrsa
user_988;musee, habitation;Coloniale;normale;taxi;164;125;Carthage;enseignant;8;Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | Ports puniques | Tophet | Theatre | La colline de Byrsa
user_990;religieux;Punique;normale;taxi;191;160;Carthage;étranger;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_991;musee, religieux, Equipement;Romaine, Coloniale, Punique;normale;à pied;34;202;Carthage;étranger;4;Musee Oceanographique (Dar El Hout) | Parc des villas romaines | Ports puniques | Theatre
user_992;Equipement, habitation, musee;Coloniale, Beylicale Houssainite, Punique;normale;taxi;158;232;Carthage;retraité;7;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Parc des villas romaines | Tophet | La colline de Byrsa
user_993;religieux, musee, habitation;Beylicale Houssainite, Coloniale, Punique;normale;à pied;36;119;Carthage;retraité;5;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | antonin)"",  | , "
user_994;Equipement;Romaine, Beylicale Houssainite;normale;vélo;97;143;Carthage;resident;8;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Beit El Hikma | Tophet | Musee Oceanographique (Dar El Hout)
user_996;culturel, Equipement;Romaine, Coloniale, Beylicale Houssainite;réduite;voiture;99;235;Carthage;étudiant;5;Theatre | La colline de Byrsa | Ports puniques | Parc des villas romaines | Quartier Magon
user_997;culturel, musee;Punique, Beylicale Houssainite, Coloniale;réduite;vélo;60;108;Carthage;resident;3;Tophet | La colline de Byrsa | Ports puniques
user_999;religieux, habitation;Beylicale Houssainite, Romaine, Punique;réduite;vélo;69;204;Carthage;enfant;5;"Beit El Hikma | Parc des villas romaines | Quartier Magon | antonin)"", "
user_1000;Equipement, musee;Coloniale, Beylicale Houssainite, Punique;normale;taxi;163;177;Carthage;retraité;8;Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Tophet | Quartier Magon | La colline de Byrsa | Parc des villas romaines
user_1001;religieux;Romaine, Coloniale, Beylicale Houssainite;normale;vélo;88;98;Carthage;resident;6;Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout) | Ports puniques | La colline de Byrsa
user_1002;musee, Equipement;Beylicale Houssainite, Romaine, Punique;normale;vélo;75;142;Carthage;étranger;6;Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | Musee Oceanographique (Dar El Hout)
user_1003;culturel, musee, Equipement;Romaine, Coloniale;normale;taxi;184;209;Carthage;retraité;9;Theatre | La colline de Byrsa | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma
user_1004;Equipement, religieux, musee;Beylicale Houssainite, Romaine;réduite;taxi;176;99;Carthage;retraité;9;"Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | antonin)"",  | ,  | , "
user_1006;musee;Coloniale, Punique;réduite;à pied;49;113;Carthage;resident;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Quartier Magon
user_1007;religieux, Equipement;Romaine, Punique;réduite;taxi;198;127;Carthage;étudiant;9;"Ports puniques | Parc des villas romaines | Theatre | antonin)"",  | ,  | ,  | ,  | , "
user_1008;habitation, culturel, Equipement;Beylicale Houssainite, Romaine, Punique;normale;vélo;92;218;Carthage;étudiant;7;Beit El Hikma | Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Tophet | Ports puniques
user_1010;religieux, habitation;Beylicale Houssainite, Romaine, Punique;normale;à pied;38;121;Carthage;resident;5;"Beit El Hikma | Parc des villas romaines | Quartier Magon | antonin)"", "
user_1011;religieux;Coloniale;réduite;à pied;49;225;Carthage;enseignant;6;"Musee Oceanographique (Dar El Hout) | antonin)"",  | ,  | ,  | , "
user_1012;religieux, musee;Coloniale, Beylicale Houssainite, Romaine;normale;voiture;67;109;Carthage;enseignant;3;Musee Oceanographique (Dar El Hout) | Beit El Hikma
user_1013;habitation;Romaine;réduite;taxi;192;231;Carthage;enseignant;9;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout)
user_1014;Equipement;Coloniale, Punique, Romaine;réduite;taxi;163;166;Carthage;enseignant;7;"Ports puniques | Musee Oceanographique (Dar El Hout) | Tophet | Quartier Magon | antonin)"",  | , "
user_1015;musee;Beylicale Houssainite;normale;taxi;196;214;Carthage;enfant;9;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre | La colline de Byrsa
user_1019;culturel, Equipement, habitation;Punique, Beylicale Houssainite, Romaine;normale;taxi;153;91;Carthage;resident;6;Tophet | Ports puniques | La colline de Byrsa | Quartier Magon | Beit El Hikma | Theatre
user_1021;Equipement, religieux;Punique, Beylicale Houssainite;normale;voiture;143;98;Carthage;enfant;9;"Ports puniques | antonin)"",  | ,  | ,  | ,  | ,  | ,  | , "
user_1022;musee, habitation;Punique;réduite;taxi;193;149;Carthage;enfant;9;"Quartier Magon | Tophet | Ports puniques | antonin)"",  | ,  | ,  | ,  | , "
user_1023;habitation, culturel, Equipement;Romaine, Coloniale, Punique;normale;taxi;150;142;Carthage;étranger;5;Parc des villas romaines | Theatre | Quartier Magon | La colline de Byrsa | Ports puniques
user_1024;Equipement, religieux;Coloniale, Beylicale Houssainite;réduite;à pied;37;226;Carthage;resident;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Quartier Magon | Tophet
user_1025;habitation, religieux;Coloniale, Beylicale Houssainite, Punique;réduite;vélo;89;196;Carthage;étranger;8;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Parc des villas romaines | Ports puniques | antonin)"",  | , "
user_1026;religieux;Punique, Beylicale Houssainite;réduite;taxi;187;198;Carthage;étudiant;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_1027;Equipement, musee;Coloniale;réduite;voiture;102;229;Carthage;resident;7;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon | Tophet | Beit El Hikma | Parc des villas romaines | Theatre
user_1029;habitation, religieux, musee;Coloniale;normale;voiture;108;240;Carthage;resident;7;"Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Parc des villas romaines | antonin)"",  | , "
user_1030;musee, habitation, culturel;Beylicale Houssainite, Coloniale;normale;vélo;50;205;Carthage;retraité;3;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon
user_1031;habitation;Beylicale Houssainite;réduite;à pied;39;227;Carthage;étranger;5;Beit El Hikma | Quartier Magon | Parc des villas romaines | Ports puniques | Tophet
user_1034;culturel, religieux, musee;Romaine;réduite;voiture;104;190;Carthage;étranger;6;Theatre | La colline de Byrsa | Parc des villas romaines | Tophet | Quartier Magon | Ports puniques
user_1036;musee;Romaine, Punique, Coloniale;normale;vélo;78;240;Carthage;enfant;5;Parc des villas romaines | Theatre | Ports puniques | Quartier Magon | Musee Oceanographique (Dar El Hout)
user_1037;Equipement, religieux;Beylicale Houssainite, Romaine;réduite;à pied;40;228;Carthage;enseignant;5;Beit El Hikma | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_1038;Equipement, musee, religieux;Coloniale, Beylicale Houssainite, Punique;normale;à pied;36;200;Carthage;retraité;5;Musee Oceanographique (Dar El Hout) | Ports puniques | Beit El Hikma | Tophet | Quartier Magon
user_1040;habitation, culturel;Coloniale, Beylicale Houssainite;normale;voiture;141;144;Carthage;resident;9;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Parc des villas romaines | Tophet | Theatre | La colline de Byrsa | Ports puniques
user_1042;habitation;Romaine;réduite;voiture;127;208;Carthage;enfant;9;Parc des villas romaines | Quartier Magon | Theatre | Beit El Hikma | Ports puniques | La colline de Byrsa | Tophet | Musee Oceanographique (Dar El Hout)
user_1043;culturel, religieux;Coloniale, Beylicale Houssainite, Romaine;réduite;voiture;134;170;Carthage;resident;9;Theatre | Musee Oceanographique (Dar El Hout) | Beit El Hikma | La colline de Byrsa | Tophet | Parc des villas romaines | Quartier Magon | Ports puniques
user_1044;culturel, habitation, Equipement;Coloniale, Punique, Beylicale Houssainite;réduite;voiture;106;129;Carthage;étudiant;7;Tophet | Quartier Magon | La colline de Byrsa | Ports puniques | Musee Oceanographique (Dar El Hout) | Beit El Hikma | Parc des villas romaines
user_1046;habitation;Beylicale Houssainite, Coloniale, Punique;réduite;taxi;165;197;Carthage;étranger;8;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | La colline de Byrsa
user_1049;Equipement, habitation;Punique, Coloniale;réduite;vélo;72;155;Carthage;enfant;4;Ports puniques | Quartier Magon | Tophet
user_1050;religieux, musee;Romaine, Punique, Beylicale Houssainite;normale;taxi;176;150;Carthage;étudiant;9;"antonin)"",  | ,  | ,  | ,  | ,  | ,  | ,  | , "
user_1051;Equipement, culturel;Coloniale;normale;voiture;113;132;Carthage;enfant;8;Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Beit El Hikma | Parc des villas romaines
user_1053;Equipement;Beylicale Houssainite;réduite;vélo;68;189;Carthage;retraité;5;Beit El Hikma | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines
user_1056;musee, Equipement, religieux;Punique, Romaine, Beylicale Houssainite;réduite;taxi;147;182;Carthage;retraité;5;"Ports puniques | antonin)"",  | ,  | , "
user_1057;Equipement;Beylicale Houssainite;normale;taxi;152;92;Carthage;enfant;6;Beit El Hikma | Ports puniques | Quartier Magon | Tophet | Parc des villas romaines | Theatre
user_1059;religieux, Equipement;Coloniale, Romaine, Beylicale Houssainite;réduite;taxi;139;223;Carthage;étudiant;4;Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre | Parc des villas romaines
user_1061;musee, culturel;Punique, Beylicale Houssainite;normale;voiture;148;141;Carthage;enseignant;9;"Tophet | La colline de Byrsa | Ports puniques | Quartier Magon | antonin)"",  | ,  | ,  | , "
user_1064;culturel, religieux;Punique, Beylicale Houssainite;réduite;à pied;29;160;Carthage;enfant;3;Tophet | La colline de Byrsa
user_1065;culturel, habitation, musee;Coloniale;réduite;vélo;77;177;Carthage;enseignant;6;Musee Oceanographique (Dar El Hout) | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Beit El Hikma
user_1066;habitation, musee;Beylicale Houssainite;normale;à pied;47;147;Carthage;retraité;6;Beit El Hikma | Quartier Magon | Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Ports puniques | Tophet
user_1068;Equipement;Coloniale, Romaine;réduite;taxi;179;187;Carthage;étranger;9;Musee Oceanographique (Dar El Hout) | Ports puniques | Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Tophet | Beit El Hikma
user_1069;musee, religieux;Romaine, Punique, Coloniale;réduite;à pied;28;107;Carthage;étudiant;3;Parc des villas romaines | Theatre | Ports puniques
user_1071;musee, culturel;Coloniale, Punique, Romaine;réduite;taxi;147;135;Carthage;retraité;5;Musee Oceanographique (Dar El Hout) | Tophet | La colline de Byrsa | Ports puniques | Theatre
user_1073;culturel, religieux, habitation;Punique, Romaine, Beylicale Houssainite;réduite;taxi;134;227;Carthage;enfant;3;Tophet | La colline de Byrsa | Theatre
user_1074;Equipement;Beylicale Houssainite, Punique, Romaine;normale;voiture;86;177;Carthage;étranger;5;Ports puniques | Beit El Hikma | Tophet | Quartier Magon
user_1075;musee, Equipement;Coloniale;normale;voiture;73;205;Carthage;enfant;3;Musee Oceanographique (Dar El Hout) | Ports puniques | Quartier Magon
user_1077;culturel;Romaine, Beylicale Houssainite;normale;voiture;98;111;Carthage;enfant;5;Theatre | La colline de Byrsa | Parc des villas romaines | Quartier Magon | Ports puniques
user_1078;musee;Beylicale Houssainite;normale;vélo;47;150;Carthage;enseignant;3;Beit El Hikma | Musee Oceanographique (Dar El Hout) | Ports puniques
user_1080;Equipement, habitation, culturel;Beylicale Houssainite;réduite;à pied;22;217;Carthage;retraité;3;Beit El Hikma | Ports puniques | Quartier Magon
user_1083;Equipement, habitation, culturel;Beylicale Houssainite;normale;voiture;147;128;Carthage;enfant;9;Beit El Hikma | Ports puniques | Quartier Magon | Parc des villas romaines | Tophet | Theatre | La colline de Byrsa | Musee Oceanographique (Dar El Hout)
user_1084;habitation, Equipement, musee;Coloniale, Beylicale Houssainite, Punique;normale;taxi;177;177;Carthage;enseignant;9;"Beit El Hikma | Musee Oceanographique (Dar El Hout) | Quartier Magon | Ports puniques | Parc des villas romaines | Tophet | La colline de Byrsa | antonin)"", "
user_1086;musee;Punique;réduite;à pied;43;166;Carthage;étudiant;4;"Tophet | Ports puniques | antonin)"", "
user_1087;religieux, habitation, musee;Coloniale, Romaine, Beylicale Houssainite;réduite;à pied;43;235;Carthage;enseignant;6;Parc des villas romaines | Musee Oceanographique (Dar El Hout) | Quartier Magon | Beit El Hikma | Theatre | Ports puniques
user_1091;religieux;Punique, Romaine;réduite;vélo;71;93;Carthage;retraité;4;"antonin)"",  | ,  | , "
user_1092;culturel, habitation, musee;Romaine, Beylicale Houssainite;réduite;voiture;122;135;Carthage;étudiant;9;Theatre | Parc des villas romaines | Quartier Magon | La colline de Byrsa | Beit El Hikma | Ports puniques | Tophet | Musee Oceanographique (Dar El Hout)
user_1093;Equipement, habitation, religieux;Romaine;réduite;vélo;96;137;Carthage;enseignant;8;Parc des villas romaines | Ports puniques | Quartier Magon | Theatre | La colline de Byrsa | Beit El Hikma | Tophet | Musee Oceanographique (Dar El Hout)
user_1094;culturel, habitation;Beylicale Houssainite, Coloniale, Punique;normale;taxi;144;163;Carthage;retraité;6;Beit El Hikma | Tophet | La colline de Byrsa | Musee Oceanographique (Dar El Hout) | Quartier Magon | Theatre
user_1095;habitation, Equipement;Punique, Romaine;normale;taxi;179;187;Carthage;enfant;9;"Quartier Magon | Ports puniques | Parc des villas romaines | Tophet | La colline de Byrsa | antonin)"",  | ,  | , "
user_1097;Equipement;Beylicale Houssainite;réduite;taxi;135;111;Carthage;retraité;4;Beit El Hikma | Ports puniques | Quartier Magon | Tophet
user_1098;habitation, Equipement, culturel;Punique;normale;taxi;138;104;Carthage;resident;4;Ports puniques | Quartier Magon | Tophet | Parc des villas romaines
user_1099;Equipement, musee;Beylicale Houssainite, Coloniale, Romaine;réduite;taxi;119;214;Carthage;resident;3;Musee Oceanographique (Dar El Hout) | Beit El Hikma | Ports puniques
user_1102;religieux;Punique, Coloniale;normale;voiture;108;122;Carthage;étranger;6;"antonin)"",  | ,  | ,  | ,  | , "
user_1104;culturel, habitation;Beylicale Houssainite;normale;vélo;83;94;Carthage;retraité;6;Beit El Hikma | Tophet | Theatre | La colline de Byrsa | Quartier Magon | Parc des villas romaines
user_1105;Equipement;Romaine;réduite;vélo;73;150;Carthage;étranger;4;Ports puniques | Theatre | Parc des villas romaines | Quartier Magon
user_1107;religieux, musee, habitation;Beylicale Houssainite, Romaine, Punique;réduite;vélo;87;230;Carthage;étudiant;7;"Beit El Hikma | Parc des villas romaines | antonin)"",  | ,  | ,  | , "
